1,2018-03-17 08:19:50.607,1.656490790105471,0.3722379529335612,0.3805375755367237,1.5618051391020908,1.2750712225459728,-0.2327150081306724,-0.566373524877051,1.156764242361007,1.567669204246122,0.2641309700578971,-0.4178832008493257,1.2850152562982782,0.3964577729229914,-0.15769283413058802,-0.6642973319085096,0.4609963745314525,-0.3454269928598544,-0.5844968732134534,-1.2158131396379759,0.07656469738557832,844.1391941391942,869.5238095238095,851.3919413919414,858.6446886446887,832.0512820512822,-0.9645389999999999,0.038818,0.198792,0.089722,-1.457977,4.658051,1.0,1.0,1.0,1.0,1.0,96.46875,
5,2018-03-17 08:19:51.603,1.7219630048321242,0.8919767531443602,0.7665828778881604,0.7102720261800302,1.23757709423582,0.1916800484985313,-0.4101208267750559,0.1626421447499296,1.156647383815196,0.2611959830508266,-0.5846655910174319,0.1519138197759693,0.4527622350382867,-0.09977736258583587,-0.7710727592053679,-0.07777451699778755,-0.1346608972171525,-0.4695679975000276,-1.3344197762057541,0.1288484959877612,1075.421245421245,1123.369963369963,899.3406593406594,1076.630036630037,870.3296703296703,-0.9520870000000001,0.016296,0.255188,-2.1383669999999997,0.770111,2.160797,1.0,1.0,1.0,1.0,1.0,96.46875,
9,2018-03-17 08:19:52.608,1.843019321279133,1.0949294396833589,0.8348993097566072,0.7102720261800302,1.3891844854893003,0.4046107675793627,-0.3319234641301832,0.1626421447499296,1.156647383815196,0.2546954487039382,-0.6249838139491732,0.1519138197759693,0.50936265152206,-0.0276024970093228,-0.781378472951899,-0.07777451699778755,-0.1017027656092771,-0.3295792092294264,-1.389341840937183,0.1288484959877612,907.3992673992674,880.8058608058608,846.5567765567764,1033.113553113553,857.8388278388278,-0.989563,0.087219,0.11370799999999999,-1.256104,4.403839,5.5403139999999995,1.0,1.0,4.0,4.0,1.0,96.46875,
10,2018-03-17 08:19:53.603,1.843019321279133,1.0949294396833589,0.8348993097566072,0.7102720261800302,1.3891844854893003,0.4046107675793627,-0.3319234641301832,0.1626421447499296,1.156647383815196,0.2546954487039382,-0.6249838139491732,0.1519138197759693,0.50936265152206,-0.0276024970093228,-0.781378472951899,-0.07777451699778755,-0.1017027656092771,-0.3295792092294264,-1.389341840937183,0.1288484959877612,882.4175824175826,863.8827838827838,765.5677655677656,890.0732600732601,851.3919413919414,-0.9816889999999999,0.054321,0.09033200000000001,-2.1832279999999997,14.564819,1.0916139999999999,1.0,2.0,1.0,1.0,2.0,96.46875,
11,2018-03-17 08:19:54.603,1.271193033580564,0.9212622510673454,0.8348993097566072,0.7102720261800302,0.5947462927417634,0.1766053851038278,-0.3319234641301832,0.1626421447499296,1.163467476822675,-0.2664136496863947,-0.6249838139491732,0.1519138197759693,0.299104245273915,-0.5279044558434238,-0.781378472951899,-0.07777451699778755,-0.2046515122318978,-0.8760159941128542,-1.389341840937183,0.1288484959877612,882.8205128205127,836.4835164835165,778.0586080586081,979.9267399267401,840.9157509157509,-0.989624,0.065857,0.079712,-0.201874,2.257996,5.585175,1.0,1.0,1.0,1.0,1.0,96.46875,
12,2018-03-17 08:19:55.603,1.3910010121471552,0.6351043422753153,1.404570089886721,0.7102720261800302,0.7469933520776053,-0.1146270542507084,0.35050920382753603,0.1626421447499296,1.1389063033525042,-0.2546411975719637,-0.2177229837293218,0.1519138197759693,0.3202721314305769,-0.370699437426521,-0.4646710147695061,-0.07777451699778755,-0.006922858980474177,-0.5476291821493048,-0.9756950792220812,0.1288484959877612,842.1245421245421,820.7692307692308,776.4468864468864,840.5128205128206,886.4468864468864,-0.990295,0.062134,0.091431,0.112152,4.321594,2.459869,1.0,1.0,1.0,1.0,1.0,96.4375,
13,2018-03-17 08:19:56.604,0.8492295493911068,0.2998898900863282,1.7111774282174743,1.532556885220447,0.5151298049598049,-0.3525778583371902,0.5482122326078435,0.8456859775773213,0.7612508001564601,-0.0720374614556178,0.4709651151709704,0.639161644347459,0.1105643907979301,-0.3907467320180481,-0.2535024098789432,0.2534285649153795,0.01947989095701189,-0.7613520770437449,-0.9074511485553172,0.49462075811553,860.2564102564102,805.4578754578755,786.9230769230769,893.2967032967032,895.3113553113553,-0.9995120000000001,0.038635,0.004883,-1.846771,5.390778,2.213135,1.0,1.0,1.0,1.0,1.0,96.4375,
14,2018-03-17 08:19:57.603,0.5523400818013596,0.1326292653742892,1.503504340516316,1.4638718192607,0.4169859338347883,-0.624827486297838,0.3253035167045174,0.7121919606973628,1.1734683185731698,-0.1914547296299238,0.46528112348041706,1.1631596392729757,0.1807960266535567,-0.3980648659008375,-0.4181719727577842,0.295433498401109,-0.1220728400494072,-1.07416731745006,-1.144993023328436,0.3978725309421254,861.4652014652015,806.2637362637363,804.2490842490844,942.051282051282,875.9706959706958,-0.9862059999999999,0.051208000000000004,0.031738,-1.308441,-0.49346899999999994,5.301056,1.0,1.0,1.0,1.0,1.0,96.4375,
15,2018-03-17 08:19:58.622,0.6338863361109054,-0.5391957796667767,0.3132197083475859,1.0617967094344443,0.4425167909952222,-0.5901496117772949,-0.8283379449581088,0.4621353068846432,1.190061692498603,-0.4678886366271998,-0.3439362344782086,1.2062346340289891,0.2309948204990385,-0.6286864381051086,-0.7945795651084304,0.3491151016608545,-0.07819151269222957,-1.165117064172823,-1.4277818435734417,0.3133622810296856,864.2857142857142,809.4871794871796,805.054945054945,960.1831501831501,846.5567765567764,-0.984741,0.070251,0.053954999999999996,-0.8374020000000001,4.172058,4.329071,1.0,1.0,1.0,1.0,1.0,96.4375,
16,2018-03-17 08:19:59.604,0.9210450087045622,-0.15961288924533099,0.3334601507791391,1.080698670380636,0.3882247962845547,-0.643348325331289,-0.8068047829897732,0.6468081641743123,1.04256773019845,-0.22982971977622602,-0.3658010555478214,1.1147266879588678,0.2510927804352468,-0.5698268364820661,-0.6695255929622932,0.3535501557865983,-0.3804454865300659,-1.1113645125962042,-1.3654734698610203,0.2621776526885111,870.3296703296703,815.1282051282053,823.5897435897436,911.0256410256412,807.0695970695972,-0.983398,0.070801,0.057495000000000004,-1.3607790000000002,2.228088,4.329071,1.0,1.0,1.0,1.0,1.0,96.4375,
