TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2018-03-17 08:05:33.450,1.665774669414755,0.8158591101214073,1.291025392446724,1.183076589070216,0.8836659098562754,-0.2197132279115338,0.06716151401716765,0.9202491569072659,0.9100573184140244,-0.1567386627242696,-0.1118662976796076,0.67465913694349,0.2779663798059919,-0.4533453339748086,-0.6372758483113267,0.7138272536675636,0.09781121699656632,-0.8522452351048045,-0.9746110836260293,0.9110877584377181,840.9157509157509,860.2564102564103,864.2857142857143,510.5128205128206,839.7069597069598,-0.995422,0.109436,-0.062683,0.037384,1.054230,3.087921,1,1,1,1,4,98.921875
2018-03-17 08:05:34.450,1.515499921671198,0.9339276858383826,1.535165608095965,1.183076589070216,0.6286748619348849,0.08815026902835604,0.09607636554004041,0.9202491569072659,1.006335071900274,-0.05976657749708635,-0.09872394533566431,0.67465913694349,0.4948793928438899,-0.3325534498269754,-0.475570705512037,0.7138272536675636,0.2336086721895493,-0.7610099062875997,-0.6975643867898723,0.9110877584377181,891.6849816849817,867.1062271062272,900.5494505494506,855.4212454212454,852.1978021978023,-1.005371,0.000183,-0.010986,-1.958923,22.819214,1.158905,1,1,1,1,2,98.921875
2018-03-17 08:05:35.450,1.16030132426635,1.15748438148194,1.839776114555639,1.183076589070216,0.7134413676295139,0.0337859252381993,0.1187873653919319,0.9202491569072659,1.006335071900274,-0.1419213649817639,0.01034148931760099,0.67465913694349,0.5729094250210002,-0.2848019724961304,-0.3837437064427056,0.7138272536675636,0.1987535805593096,-0.8721584559024866,-0.6694208627809974,0.9110877584377181,710.3663003663004,819.5604395604396,778.4615384615385,420.6593406593407,861.4652014652015,-0.871094,0.207886,0.243347,8.979645,-72.068939,13.376007,1,1,1,1,2,98.875000
2018-03-17 08:05:35.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:05:36.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:05:36.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:05:36.450,1.16030132426635,1.130002309169595,1.498383171195887,1.183076589070216,0.7134413676295139,0.5577483505699361,-0.09350453245194999,0.9202491569072659,1.006335071900274,0.2439476871996291,0.09190246494599415,0.67465913694349,0.5729094250210002,-0.3211192624030075,-0.4196017456335388,0.7138272536675636,0.1987535805593096,-0.6693892556066178,-1.030391168936031,0.9110877584377181,898.9377289377289,894.5054945054945,883.6263736263736,602.3809523809524,758.3150183150184,-0.706177,0.241577,0.285889,-1.742096,78.857880,26.909027,1,1,1,1,4,98.875000
2018-03-17 08:05:36.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:05:36.969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:05:37.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:05:37.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2018-03-17 08:05:37.450,1.16030132426635,1.425072545441911,1.305972616626881,1.183076589070216,0.7134413676295139,0.9115047912413691,-0.173852005188107,0.9202491569072659,1.006335071900274,0.2340446735740015,0.0744661190625293,0.67465913694349,0.5729094250210002,-0.1924451646461594,-0.4228605895699694,0.7138272536675636,0.1987535805593096,-0.4279935622559027,-1.124610760990209,0.9110877584377181,895.3113553113553,851.3919413919414,857.4358974358975,757.5091575091575,881.2087912087912,-1.023865,0.143555,0.347839,-12.875061,-0.687866,-17.166748,1,2,1,1,4,98.875000
2018-03-17 08:05:37.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:05:38.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:05:38.450,1.16030132426635,1.270955425963211,1.305972616626881,1.183076589070216,0.7134413676295139,-0.0473972967256119,-0.173852005188107,0.9202491569072659,1.006335071900274,-0.03468296687535378,0.0744661190625293,0.67465913694349,0.5729094250210002,-0.09629369645176411,-0.4228605895699694,0.7138272536675636,0.1987535805593096,-0.3790304561856228,-1.124610760990209,0.9110877584377181,837.2893772893773,870.3296703296703,904.5787545787546,841.3186813186813,867.5091575091575,-1.001221,0.227356,0.039307,-10.774078,33.219452,-5.839386,1,2,1,1,4,98.875000
2018-03-17 08:05:38.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:05:39.456,1.16030132426635,1.176677716776868,1.305972616626881,1.183076589070216,0.7134413676295139,0.266311428424978,-0.173852005188107,0.9202491569072659,1.006335071900274,0.2301140140468332,0.0744661190625293,0.67465913694349,0.5729094250210002,-0.249046568120661,-0.4228605895699694,0.7138272536675636,0.1987535805593096,-0.7506421202418487,-1.124610760990209,0.9110877584377181,866.3003663003664,606.8131868131868,662.8205128205128,267.5457875457876,809.0842490842491,-0.973816,0.013123,0.055298,-1.001892,-22.632294,19.020996,1,2,1,1,4,98.875000
2018-03-17 08:05:39.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:05:39.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:05:40.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:05:40.449,1.16030132426635,1.151101883918467,1.305972616626881,1.183076589070216,0.7134413676295139,0.5591678635588696,-0.173852005188107,0.9202491569072659,1.006335071900274,0.1964311015036085,0.0744661190625293,0.67465913694349,0.5729094250210002,-0.3805863397521619,-0.4228605895699694,0.7138272536675636,0.1987535805593096,-0.7653423768899945,-1.124610760990209,0.9110877584377181,882.014652014652,855.0183150183151,858.2417582417582,687.8021978021978,855.0183150183151,-0.949829,0.001526,0.025879,8.194580,20.351868,5.734711,1,2,1,1,2,98.875000
2018-03-17 08:05:41.453,1.16030132426635,0.7496485133799864,0.3807356088800771,1.183076589070216,0.7134413676295139,-0.4360761706004651,-0.3685164861377512,0.9202491569072659,1.006335071900274,-0.1992864781302757,-0.05745660944570001,0.67465913694349,0.5729094250210002,-0.3537199719355072,-0.415829043976853,0.7138272536675636,0.1987535805593096,-0.7814351624100904,-0.7265426735845679,0.9110877584377181,857.8388278388279,866.3003663003664,859.8534798534798,1074.212454212454,878.3882783882784,-0.968689,0.021973,0.054565,-0.269165,0.508423,3.985138,1,2,1,1,4,98.875000
2018-03-17 08:05:41.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:05:42.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:05:42.450,1.16030132426635,0.6187031551321537,0.3654745177246115,1.183076589070216,0.7134413676295139,-0.2826112673540265,-0.520282846274379,0.9202491569072659,1.006335071900274,0.06405502442668684,-0.2191630418234692,0.67465913694349,0.5729094250210002,-0.4379289864637969,-0.3917547648223363,0.7138272536675636,0.1987535805593096,-0.7904419034220473,-0.7663144874165204,0.9110877584377181,840.9157509157509,857.032967032967,847.3626373626374,952.9304029304029,898.9377289377289,-0.971497,0.019104,-0.017578,-0.942078,-0.493469,7.028198,1,2,1,1,4,98.875000
2018-03-17 08:05:43.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2018-03-17 08:05:43.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:05:43.452,1.16030132426635,0.7959335694861486,0.3222725282799376,1.183076589070216,0.7134413676295139,-0.01809720170871824,-0.5269000697074218,0.9202491569072659,1.006335071900274,0.007554732799236605,-0.3290862385084901,0.67465913694349,0.5729094250210002,-0.4996999393732893,-0.3333732707334679,0.7138272536675636,0.1987535805593096,-0.7713184902769998,-0.6761010377345487,0.9110877584377181,791.7582417582418,851.3919413919414,689.0109890109891,1177.362637362637,843.7362637362637,-0.934448,-0.019348,0.002502,-13.727417,7.409515,9.308624,1,2,1,1,4,98.875000
2018-03-17 08:05:43.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:05:44.450,1.16030132426635,1.121638598477751,0.0242860895236309,1.183076589070216,0.7134413676295139,0.1118460127498788,-0.5386991764346144,0.9202491569072659,1.006335071900274,-0.06544731516055233,-0.8972171038698494,0.67465913694349,0.5729094250210002,-0.5074540367917076,-0.341795723624575,0.7138272536675636,0.1987535805593096,-1.014249352281379,-0.6356350942778107,0.9110877584377181,819.5604395604396,878.3882783882784,1648.388278388278,815.1282051282052,838.0952380952381,-1.011414,0.066650,0.020935,-6.833801,-1.383209,14.422760,1,2,1,1,4,98.875000
2018-03-17 08:05:45.451,1.979044238802792,0.3558422635974212,0.0242860895236309,1.183076589070216,1.016109297012689,-0.1752588414038185,-0.5386991764346144,0.9202491569072659,0.8258481504190489,0.1242583720409112,-0.8972171038698494,0.67465913694349,0.2200484987401838,-0.3765056575790637,-0.341795723624575,0.7138272536675636,0.1035938501804449,-0.7373112489086231,-0.6356350942778107,0.9110877584377181,880,853.4065934065934,668.4615384615385,767.1794871794872,909.8168498168499,-0.991089,0.044250,0.006470,2.975769,2.474823,4.777679,1,1,1,2,2,98.828125
2018-03-17 08:05:46.460,1.921763804043934,-0.08125064215992844,0.0242860895236309,1.183076589070216,0.8422021099628748,-0.32352254114048,-0.5386991764346144,0.9202491569072659,1.187198065862816,-0.2711035648478388,-0.8972171038698494,0.67465913694349,0.3460508827065049,-0.4590168124436891,-0.341795723624575,0.7138272536675636,0.3780726525949282,-0.7097829241390772,-0.6356350942778107,0.9110877584377181,799.0109890109891,863.0769230769231,825.2014652014652,593.5164835164835,856.6300366300367,-0.984863,0.052734,0.000244,-4.717865,-0.762634,5.241241,1,1,1,1,1,98.828125
2018-03-17 08:05:47.492,1.744003021154796,-0.3312321514880055,0.9496238514282338,1.183076589070216,0.9423652781237553,-0.2744493295952441,-0.1117215980662638,0.9202491569072659,1.19954366860636,-0.1704178385899194,-0.2981073053686564,0.67465913694349,0.5174976418334664,-0.4804215631325628,-0.5614714137759641,0.7138272536675636,0.570067563483487,-0.8029365105726054,-0.9306507790202688,0.9110877584377181,853.0036630036631,855.4212454212454,837.6923076923077,794.981684981685,860.2564102564103,-0.987244,0.061707,0.003296,-1.854248,2.998199,4.830017,1,1,1,1,1,98.828125
2018-03-17 08:05:48.457,1.152818251723752,-0.1709140569368003,0.4133001480648844,1.573496169509558,0.6914608059745423,-0.2282157834844529,-0.5111328647526773,0.4995962881670996,1.250064346811771,-0.1845210222201033,-0.2254408966724579,1.011823617158734,0.2653044831398219,-0.5573154943339939,-0.5309974655512169,0.2504539182731375,-0.3310836342189382,-0.9657045987243441,-1.009717256845756,0.6045546911378883,838.4981684981685,845.3479853479854,842.9304029304029,766.7765567765568,848.5714285714286,-0.984863,0.059998,0.006714,-1.562653,2.108459,3.925323,1,1,1,1,1,98.828125
2018-03-17 08:05:49.455,0.4273866919961732,-0.01187418712193928,-0.1928719818469607,1.237357436526563,0.2903847643988329,-0.2578655292051432,-0.4992887752140148,0.5252341828039238,1.1153439652819,-0.1948617547150283,-0.1321013398119751,1.045879256827948,0.2856960608391232,-0.5942443323843866,-0.5540273583230648,0.3618722086967371,-0.7573994211336357,-1.144256696839228,-1.160182305142133,0.5823529054890673,856.2271062271062,857.8388278388279,834.8717948717949,833.6630036630037,906.996336996337,-0.986084,0.061279,0.002563,-1.607513,2.841187,4.314117,1,1,1,1,1,98.828125
2018-03-17 08:05:50.450,0.4691899621033166,0.3662703484104082,0.17970701969756,0.8449574987772004,0.1902700711301371,-0.3157806543742175,-0.3926312722146993,0.7860441322708379,1.12432742969065,-0.1003854029586995,-0.1098089269829632,1.152489998151601,0.1812524143396509,-0.4990787303394323,-0.6562012247844802,0.2331687429337576,-0.8806207348097719,-1.130424742524772,-1.222029269611176,0.5212032124210355,855.8241758241759,853.4065934065934,845.3479853479854,765.1648351648352,856.2271062271062,-0.984802,0.060547,0.002808,-1.644897,2.213135,4.119720,1,1,1,1,1,98.828125
2018-03-17 08:05:51.449,0.977106008746674,-0.05591669476133379,0.1042656370871199,1.277316796194447,0.4362213707656487,-0.5356339386647374,-0.4505356415343806,0.927265873381154,1.102982335681245,-0.1043949712686413,-0.1488536613852867,1.133604274533788,0.1103610955493903,-0.5817606232233881,-0.7570937665968022,0.2861805929786574,-0.6339698781639915,-1.085178445325969,-1.213071486531811,0.5035820083901066,888.4615384615385,851.3919413919414,842.1245421245421,1029.487179487179,884.0293040293041,-0.984802,0.061035,0.005127,-1.704712,2.130890,4.149628,1,1,1,1,1,98.828125
2018-03-17 08:05:52.460,1.452147407259321,0.08471270002963094,0.04313851999217952,1.593141679905733,0.601897951587716,-0.5870129310475469,-0.5895581674303916,0.7775941816017696,1.061393994181111,-0.3376143619469849,-0.176950446565792,1.176570426234489,-0.001979938784875838,-0.4956328310404012,-0.7433851478921429,0.1812856267808383,-0.6109547720979064,-1.030672128364458,-1.302088143505399,0.4543588873954083,856.6300366300367,845.7509157509157,843.3333333333334,923.919413919414,852.1978021978023,-0.985474,0.061707,0.001709,-1.674805,2.123413,4.089813,1,1,1,1,1,98.828125
2018-03-17 08:05:53.449,1.279828756407921,0.3870791940743806,-0.04799405379659489,1.414542109158553,0.656352745445547,-0.4945676713540842,-0.5683526231414819,0.903938753847026,1.072122351375275,-0.2361012918790136,-0.1754553375479599,1.210047771216996,-0.01505970001115935,-0.3570633450001797,-0.5541976293760525,0.2861192953443936,-0.6409019173964408,-0.9867936598446364,-1.28268600628894,0.5764459833542814,887.2527472527473,841.3186813186813,849.3772893772895,1008.937728937729,868.3150183150184,-0.985413,0.061768,0.005432,-1.674805,2.370148,4.314117,1,1,1,1,1,98.828125
2018-03-17 08:05:54.449,0.6779413188716841,0.6256573998093523,-0.1596020715952937,0.9245659298668149,0.3818803616717201,-0.3904932125044055,-0.6881755185781091,0.7758075449497895,1.005953053042651,-0.09666011838980502,-0.3690634308466116,1.200774667140945,-0.02511307739200948,-0.5054451536056263,-0.585595012951764,0.1665870800998894,-0.8021675335309415,-0.9720603065996019,-1.286139275557393,0.5080041655150683,872.7472527472528,855.0183150183151,840.5128205128206,1033.113553113553,869.92673992674,-0.983765,0.061584,0.004272,-1.659851,1.988831,3.753357,1,1,1,1,1,98.828125
2018-03-17 08:05:55.449,0.3776708908118769,0.5238911204241407,0.02707579806596129,0.7318101738577684,0.5989983818974207,-0.09777387493345194,-0.4980990922424435,0.6704931498786083,0.921295159049892,0.2998992234689742,0.001185464187332302,0.8052156582196663,0.03043567681586313,-0.5317174358254544,-0.7742083267497972,0.1606575640393725,-0.7919118904582779,-1.121989541571188,-1.273216209550282,0.5489402133647729,848.5714285714286,853.0036630036631,848.1684981684982,969.4505494505495,884.8351648351648,-0.984497,0.059326,0.001953,-1.629944,2.631836,4.284210,1,1,1,1,1,98.796875
2018-03-17 08:05:56.449,0.3457348223099503,-0.007988054281420968,-0.106693923921915,0.7251000930896847,0.5522260284885596,-0.291414747740756,-0.2946129482853359,0.5849128710408439,0.978165263067456,0.2264578798210349,0.03018670940662675,0.7072981033308352,0.1444366957767963,-0.6478381027789464,-0.7685753577169361,0.2891108173150829,-0.7045689367306889,-1.152171109254441,-1.262479648565507,0.5042536306741041,860.2564102564103,853.0036630036631,846.959706959707,995.2380952380953,849.7802197802198,-0.983276,0.061340,0.002075,-1.667328,2.482300,4.164581,1,1,1,1,1,98.796875
2018-03-17 08:05:57.451,0.6830493526830329,0.1254161140436644,-0.02823635017094418,0.9295120206658739,0.4049842278905768,-0.3183044945359753,-0.3974747610344516,0.5961149141610745,1.006113471147225,-0.03965795185253988,-0.356479104623847,1.079081473943852,0.1345832295413609,-0.6111467145915493,-0.5261069009984687,0.1423983925361505,-0.54846418708261,-1.017687185144499,-0.9276863926746995,0.432028680428542,885.2380952380953,839.7069597069598,855.0183150183151,1013.772893772894,910.6227106227107,-0.985046,0.061584,0.004333,-1.652374,2.265472,4.149628,1,1,1,1,1,98.796875
2018-03-17 08:05:58.462,1.094483178635489,0.5429325624290178,0.01251738317196572,1.117621796817181,0.2964572504779972,-0.3091901574491967,-0.5910538484680797,0.7074067985802243,0.9152472769975866,-0.0462199687205038,-0.3901379634864018,1.065359967827876,-0.04066574606469783,-0.7639187103431933,-0.6361772195568817,0.06893217268092076,-0.6340130537290477,-1.005749062745618,-0.9441314975902321,0.455260740248374,875.5677655677656,863.0769230769231,844.9450549450549,1008.534798534799,844.1391941391942,-0.985107,0.060547,0.002319,-1.637421,2.340240,4.201965,1,1,1,1,1,98.796875
