TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2018-03-17 08:41:34.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:41:34.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2018-03-17 08:41:34.591,0.60012883283941,0.9570476439567087,0.7951542931640945,0.7252670413357212,0.547197050777655,0.2252043402500859,0.1794509724540923,0.6309361418378131,0.3414089474406974,0.1928071823048392,-0.4030394824077704,0.5432510544481201,0.2784254924579085,0.02547049457819375,-0.5796424887751609,0.9084385416230319,0.01410075362511898,-0.6589439184927492,-0.9515312688460407,0.8064693946991311,782.4908424908425,906.996336996337,844.9450549450549,704.7252747252747,822.3809523809524,-0.534302,0.664246,0.542603,-3.790741,1.218719,17.660217,1,2,1,1,2,94.031250
2018-03-17 08:41:35.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2018-03-17 08:41:35.590,0.60012883283941,2.035197250061306,1.407259326922463,0.7252670413357212,0.547197050777655,0.6971898858492418,0.1440000138717316,0.6309361418378131,0.3414089474406974,0.7509145945092679,0.6726560039424877,0.5432510544481201,0.2784254924579085,-0.06732331361432586,0.8976442457918772,0.9084385416230319,0.01410075362511898,-0.3157130132073177,0.6897258735605456,0.8064693946991311,861.4652014652015,858.6446886446887,834.0659340659341,779.2673992673992,831.2454212454213,-0.463745,0.716858,0.529419,0.201874,2.594452,5.046844,1,2,1,1,2,94.015625
2018-03-17 08:41:35.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2018-03-17 08:41:36.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:41:36.603,0.60012883283941,1.852617949022723,1.226964626937454,0.7252670413357212,0.547197050777655,0.5284986811551866,0.07538194383645531,0.6309361418378131,0.3414089474406974,0.7550525747063606,0.4904675940643733,0.5432510544481201,0.2784254924579085,-0.061364132698957,0.4099682510878246,0.9084385416230319,0.01410075362511898,-0.3886621097961984,0.3538332923949274,0.8064693946991311,943.2600732600733,1143.919413919414,1314.761904761905,574.5787545787546,799.0109890109891,-0.632263,0.584717,0.496216,3.072968,-0.157013,-29.406281,1,2,1,1,2,94.015625
2018-03-17 08:41:36.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2018-03-17 08:41:37.592,0.60012883283941,1.392670228413897,1.699400243563531,0.7252670413357212,0.547197050777655,0.1377493090558016,0.4356033477682223,0.6309361418378131,0.3414089474406974,0.1718266214233123,0.2447399582106947,0.5432510544481201,0.2784254924579085,-0.05402833513372696,0.178176139879993,0.9084385416230319,0.01410075362511898,-0.50139859145573,0.1622476292560075,0.8064693946991311,824.7985347985348,782.893772893773,837.6923076923077,649.92673992674,863.4798534798535,-0.766479,0.407898,0.442444,-1.585083,1.308441,-1.151428,1,2,1,1,2,94.015625
2018-03-17 08:41:37.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:41:37.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2018-03-17 08:41:38.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2018-03-17 08:41:38.590,0.60012883283941,1.392670228413897,1.699400243563531,0.7252670413357212,0.547197050777655,0.1377493090558016,0.4356033477682223,0.6309361418378131,0.3414089474406974,0.1718266214233123,0.2447399582106947,0.5432510544481201,0.2784254924579085,-0.05402833513372696,0.178176139879993,0.9084385416230319,0.01410075362511898,-0.50139859145573,0.1622476292560075,0.8064693946991311,891.2820512820513,871.1355311355312,795.3846153846154,768.7912087912088,854.2124542124542,-0.798767,0.173462,0.438049,0.239258,25.114594,-46.692657,1,2,1,4,2,94.015625
2018-03-17 08:41:39.601,0.60012883283941,1.392670228413897,1.699400243563531,0.7252670413357212,0.547197050777655,0.1377493090558016,0.4356033477682223,0.6309361418378131,0.3414089474406974,0.1718266214233123,0.2447399582106947,0.5432510544481201,0.2784254924579085,-0.05402833513372696,0.178176139879993,0.9084385416230319,0.01410075362511898,-0.50139859145573,0.1622476292560075,0.8064693946991311,946.8864468864469,843.3333333333334,843.7362637362637,871.5384615384615,870.3296703296703,-0.973938,-0.039978,0.144470,-4.553375,-5.659943,6.676788,1,2,1,1,2,94.015625
2018-03-17 08:41:40.601,2.073151796913026,1.621554092527029,1.216823265504569,0.7252670413357212,0.9533086725085115,0.8849260493999054,-0.02566347559987969,0.6309361418378131,1.069838952666489,0.4801335032349493,-0.1656455975220764,0.5432510544481201,0.6210659519475334,-0.09238879307493074,-0.1452736000332389,0.9084385416230319,0.4919567536725122,-0.4764938339837795,-0.3934029587592464,0.8064693946991311,817.948717948718,857.8388278388279,875.9706959706959,782.893772893773,871.1355311355312,-0.980103,0.021484,0.119385,-1.757050,0.859833,8.815155,1,1,1,1,1,94.015625
2018-03-17 08:41:40.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2018-03-17 08:41:41.590,1.98603049509093,1.699272442486876,1.242010884112762,0.7252670413357212,0.83503883792727,1.123490023879037,0.1426035287811969,0.6309361418378131,1.160466972710038,0.4817929119047411,-0.137780364957175,0.5432510544481201,0.6109635814847078,-0.1462269927293844,-0.1700496287571147,0.9084385416230319,0.4631936188631061,-0.3743754229744015,-0.578107581574125,0.8064693946991311,790.5494505494506,626.1538461538462,919.8901098901099,728.901098901099,832.4542124542124,-0.977112,-0.021179,0.094360,-2.310333,5.914154,3.618774,1,1,1,1,1,94.015625
2018-03-17 08:41:42.590,2.029311506220604,1.72547008532813,1.283636920237733,0.7252670413357212,0.8291363268016114,1.104815306134854,0.2466076811555418,0.6309361418378131,1.314245017835078,0.4817929119047411,-0.152575986931013,0.5432510544481201,0.6032947439602553,-0.1512389783084417,-0.1766696302479352,0.9084385416230319,0.3806984986083325,-0.424732636702071,-0.6786663150617916,0.8064693946991311,900.1465201465202,818.7545787545788,718.4249084249085,803.040293040293,860.6593406593407,-0.961975,-0.007141,0.082336,0.471039,6.691742,9.734802,1,1,1,1,1,94.015625
2018-03-17 08:41:43.590,1.789934182366075,1.72547008532813,1.283636920237733,0.7252670413357212,0.8197992237596369,1.104815306134854,0.2466076811555418,0.6309361418378131,1.220155667083327,0.4817929119047411,-0.152575986931013,0.5432510544481201,0.4624375661772903,-0.1512389783084417,-0.1766696302479352,0.9084385416230319,0.09338506717896745,-0.424732636702071,-0.6786663150617916,0.8064693946991311,863.4798534798535,812.3076923076924,792.1611721611722,770.4029304029305,901.3553113553114,-0.952087,-0.003113,0.091980,-1.241150,-0.471039,6.744080,1,1,1,1,1,94.015625
2018-03-17 08:41:44.590,1.765192081244391,0.978224825059383,1.283636920237733,1.87367208845785,0.9505324672510236,0.9754007947016867,0.2466076811555418,0.7936071548546023,1.158468953193665,0.780868509968994,-0.152575986931013,1.10761673783401,0.6239863366465117,-0.1214648664802651,-0.1766696302479352,0.713989178695671,0.4260122016365518,-0.01001186640962385,-0.6786663150617916,0.527139272381411,779.6703296703297,1650,1648.388278388278,742.1978021978023,836.0805860805862,-0.996948,0.036377,0.109131,-0.695343,4.949646,7.476807,1,1,1,1,1,94.015625
2018-03-17 08:41:44.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2018-03-17 08:41:44.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-17 08:41:45.590,1.892642705543407,0.978224825059383,1.283636920237733,1.858629514414364,0.9621560357693308,0.9754007947016867,0.2466076811555418,0.7838017106502138,1.087936125656188,0.780868509968994,-0.152575986931013,1.155590020243579,0.7038761866371639,-0.1214648664802651,-0.1766696302479352,0.6726010938605556,0.5048626476646153,-0.01001186640962385,-0.6786663150617916,0.4952540231758692,841.7216117216118,786.5201465201466,749.4505494505495,784.1025641025641,834.0659340659341,-0.980286,0.013550,0.086060,-0.112152,0.657959,5.263672,1,1,2,1,1,94.000000
2018-03-17 08:41:46.594,1.034072090772093,0.9523886146799738,1.283636920237733,1.882601305306034,0.6226671230217791,0.8348342698811159,0.2466076811555418,0.7654059051994844,1.08962441248772,0.699508340745614,-0.152575986931013,1.153273923498457,0.4853844661024525,-0.1676484103192793,-0.1766696302479352,0.5657291337116416,-0.3250434198218412,-0.1400185940072997,-0.6786663150617916,0.4335483528363441,856.2271062271062,811.5018315018315,823.5897435897436,842.1245421245421,811.9047619047619,-0.984985,0.019714,0.102844,0.044861,1.353302,4.433746,1,1,1,1,1,94.000000
2018-03-17 08:41:47.590,0.7100751522954309,0.7655288839044974,0.8056837937907614,1.015593544907945,0.7139923203393685,0.395641388549012,-0.1155467258741139,0.7561811158441119,0.9442447365442587,0.05295667968184704,0.08403146534914975,1.049240271892434,0.3038325922958029,-0.4003469005279048,-0.5748654404769659,0.6212301306090134,-0.2931816887280306,-0.9750544474321619,-1.002191592797668,0.4419355346663205,811.0989010989011,847.7655677655678,807.0695970695971,734.9450549450549,845.3479853479854,-0.973267,0.023987,0.098206,-1.233673,2.003784,3.215027,1,1,1,1,1,94.000000
2018-03-17 08:41:48.589,1.192213868449777,0.6972826431045702,0.8540970254559276,1.450929612876265,0.8139001278421701,0.3632001644249122,0.1679596738854715,0.9748607262369297,1.074011714286165,0.135864646368751,0.1452756052882995,1.342403885513747,0.3426162338371071,-0.3950924218783995,-0.5051706372637583,0.7038308162688794,0.1205750969058343,-1.060289960153872,-1.112966774795481,0.5316848237786235,842.5274725274726,832.8571428571429,838.901098901099,772.014652014652,890.8791208791209,-0.982788,0.030884,0.087097,-1.241150,2.138367,4.433746,1,1,1,1,1,94.000000
2018-03-17 08:41:49.603,1.435529162240639,0.4682346307488376,0.6449354622548786,1.580243126649166,1.026450851292291,0.04252437080890822,-0.03694516126045166,1.068095671264609,1.075648575508892,-0.009222166536155152,0.03729889948823448,1.343980559923007,0.5077836746621813,-0.4824285682583908,-0.471807797567535,0.5635011152089712,0.1186689464986272,-0.855407209734763,-0.9286828019842377,0.4546874549337492,841.7216117216118,855.8241758241759,839.3040293040293,834.4688644688645,868.3150183150184,-0.992310,0.035461,0.095520,-1.218719,-2.115936,2.138367,1,1,1,1,1,94.000000
2018-03-17 08:41:50.590,1.253490606037135,0.7429912065943198,0.5896751812348993,1.337672023563252,0.7857059414867487,0.180746196418931,-0.1815075535523241,1.004985615623674,1.128602948617025,-0.3253497785776496,-0.002270301075031485,1.081426166032006,0.2923808715744914,-0.5469781148001652,-0.4360651179444974,0.3290551391249896,0.02632816922213589,-0.8777814040266997,-0.6205421808012759,0.3694425995153348,821.1721611721612,848.1684981684982,821.5750915750916,772.4175824175825,884.4322344322345,-0.978699,0.034424,0.103577,0.493469,4.254303,6.467438,1,1,1,1,1,94.000000
2018-03-17 08:41:51.597,1.19823979363285,0.8123344559624222,1.445083832907207,1.409550069228062,0.5729199333571974,-0.1109586323510435,0.1742381588733256,0.723945587218779,1.223067270323577,-0.183694937856878,-0.04320061537096307,0.9952203960069814,0.2948172671278748,-0.650631957722014,-0.2793292108019435,0.4681243874395402,0.1866868770442439,-0.6143571611864653,-0.2581033867826044,0.4597635656587861,877.5824175824176,863.0769230769231,844.9450549450549,880.8058608058608,883.6263736263736,-0.979431,0.034546,0.096619,-1.181335,1.644897,4.702911,1,1,1,1,1,94.000000
2018-03-17 08:41:52.591,1.235156390241811,0.3379727751136802,0.9637275163727569,1.325908989697634,0.4030551888945405,-0.3042590162265177,-0.01829328510570095,0.5595280554144215,1.058211641516598,0.001776068913219183,0.004079160181099261,0.892129678158869,0.2202930775290269,-0.5648123389648765,-0.534193863663366,0.4374134545904039,0.04912077749446641,-0.6970382535800294,-0.6414713780745639,0.3168549814601905,840.9157509157509,848.5714285714286,854.2124542124542,801.025641025641,886.8498168498169,-0.979126,0.038818,0.107361,-0.971985,2.235565,4.172058,1,1,1,1,1,94.000000
2018-03-17 08:41:53.589,1.397148218552341,0.2849936154112859,-0.1718936182707415,1.286178064596066,0.6954599586093041,0.0833739337856719,-0.5031320862759776,0.4046105333557037,1.270844889930063,0.07739963431140133,-0.08131639679458892,0.5082363925090643,0.1731740783758351,-0.5807846943176237,-0.7124246954937591,0.5138963869386758,0.1204792813628278,-1.178832397552123,-0.9408370559979315,0.449189426102405,856.2271062271062,850.5860805860806,855.0183150183151,787.3260073260074,832.8571428571429,-0.981018,0.038452,0.103333,-1.016846,1.839294,4.231873,1,1,1,1,1,94.000000
2018-03-17 08:41:54.590,0.8696320966636143,0.2949314544612571,0.001995976243534551,0.8067325211550719,0.6592771646081832,-0.04180070770183569,-0.5468217739843552,0.5630159871600522,1.188839020145521,-0.1595934242742356,-0.4730704208345748,1.006033702964148,0.07195551567920519,-0.4978986181421216,-0.5841622632881318,0.1913087467437571,-0.63487279336832,-1.334790666927179,-1.065716256584965,0.1838467365356908,840.5128205128206,848.1684981684982,854.6153846153846,768.7912087912088,908.6080586080586,-0.979797,0.038147,0.103455,-1.054230,1.674805,4.216919,1,1,1,1,1,94.000000
2018-03-17 08:41:55.595,0.892279439965784,1.010151911840374,0.8795849866100567,0.9715645069101828,0.8868601443991356,-0.03373218280822343,-0.3407461002032453,0.6278236595125442,1.301673118244848,-0.3147711584703269,-0.5463786431214226,1.151634812184839,0.1333146179730595,-0.4847281455989097,-0.5572008257349758,0.1641342829698785,-0.6596825405850772,-1.120194110470824,-1.061352161927568,0.08523633984230747,862.2710622710623,855.4212454212454,846.5567765567765,820.7692307692308,856.2271062271062,-0.982605,0.037476,0.103333,-0.934601,1.757050,4.000092,1,1,1,1,1,94.000000
2018-03-17 08:41:56.590,0.7473539032733517,0.7506409420563669,0.6287242163539922,0.7195712326933819,0.5881770474294507,-0.1303394749030029,-0.2858704569808942,0.4224869368497605,0.8852221808954815,-0.2189826652029633,-0.4936570808141202,0.7060683176061364,0.1035255552318468,-0.5218442554339935,-0.6348777108265176,0.05162301445950595,-0.535853316502038,-1.04497850131993,-1.141825051366147,-0.003457345897430447,849.3772893772895,846.959706959707,858.6446886446887,784.1025641025641,834.8717948717949,-0.981567,0.038635,0.101562,-1.099091,1.809387,4.216919,1,1,1,1,1,94.000000
2018-03-17 08:41:57.590,0.6584223391488825,0.4651917934991461,0.2682378128769279,0.5831627057868227,0.4505826523467681,-0.2796944325983305,-0.1275467264384284,0.3959322515906222,0.910836206069857,-0.2322936002564019,-0.707858625745459,0.7221273562404664,-0.09087390719635782,-0.6536431330861796,-0.6976248719449746,0.0008319049048902684,-0.5709709003834648,-1.155622328457832,-1.241799602767899,0.04653105766386254,854.6153846153846,865.8974358974359,834.4688644688645,760.7326007326008,896.5201465201466,-0.980042,0.039795,0.101074,-1.084137,1.951447,4.254303,1,1,1,1,1,94.000000
2018-03-17 08:41:58.597,0.8618760966211846,0.6291726484292905,0.4348458941526332,0.8718379038883388,0.7226265402452207,-0.3240083302991658,-0.2545394651374236,0.6044364680494591,1.21117241000293,-0.2991127359487074,-0.1782983120276708,1.219540337718279,-0.1282931371079755,-0.6239307431793577,-0.8244196014174203,-0.02822196361393454,-0.6607712666402583,-1.336671483771543,-1.239743550231054,0.1523891833661109,831.6483516483516,850.5860805860806,847.7655677655678,778.8644688644689,833.6630036630037,-0.981201,0.040222,0.100891,-1.061707,1.996307,4.418793,1,1,1,1,1,94.000000
2018-03-17 08:41:59.602,0.6929244985081405,0.08371514466270576,-0.1477271163963325,0.6669901751717615,0.6917039415988933,-0.1133217736480508,-0.4995328205767681,0.6911542496304098,1.263175307723472,-0.2107509903679918,-0.1829109844973577,1.266240395202778,-0.1162558342203332,-0.6919040320830654,-0.821083629311243,-0.05845731720317135,-0.8093401565672302,-1.335951157218203,-1.378423303321439,0.2264535284488591,845.7509157509157,853.0036630036631,850.989010989011,773.2234432234433,853.0036630036631,-0.979980,0.039246,0.099304,-1.031799,1.958923,4.426270,1,1,1,1,1,94.000000
2018-03-17 08:42:00.602,0.6167008954975778,0.1786530674839821,-0.002621251672174774,0.2873305676774096,0.1894208456285856,-0.3570644240378324,-0.4909035520410504,0.2844889581424959,0.9550566243742162,-0.4472923201910738,-0.2519807326585567,0.9904260112850154,-0.0997230182141309,-0.659525996117987,-0.7367980196944617,-0.02497377262541153,-1.071409185745057,-1.02363082796067,-1.365472415839392,0.1291616400794051,850.989010989011,844.5421245421246,859.8534798534798,852.1978021978023,801.025641025641,-0.981018,0.038025,0.101257,-1.099091,1.510315,4.089813,1,1,1,1,1,94.000000
2018-03-17 08:42:01.590,0.6121512971822878,0.5789188265745669,0.1656902961487987,0.7314154474830393,-0.001346302797246082,-0.4236957721265223,-0.4024179146615971,0.1833996152727294,0.5785965143800417,-0.2110039033306234,-0.3295263443236071,0.4481120259955985,-0.007513452847734607,-0.5361030595560213,-0.7292064793831532,0.04697408709593099,-0.7560375758883269,-1.10964153050718,-1.169134054861638,0.08437187388917224,848.974358974359,854.6153846153846,855.0183150183151,801.4285714285714,860.6593406593407,-0.980103,0.040588,0.098572,-1.084137,1.884155,4.329071,1,1,1,1,1,94.000000
2018-03-17 08:42:02.590,0.3143094742854942,0.5472704742222866,0.4463652745449243,0.78710874867102,0.2451600700887756,-0.455750948413302,-0.5041731276497438,0.1759811192117632,0.780301428246821,-0.2748548493381361,-0.282289095610412,0.5098226025234265,-0.1904596345131654,-0.7835647830197926,-0.6208616970270932,-0.1035916194742207,-0.74381360853379,-1.290775480691077,-1.229567193870978,-0.009474737691089686,851.3919413919414,867.5091575091575,835.2747252747253,764.7619047619048,841.7216117216118,-0.981628,0.038086,0.100159,-1.084137,1.831818,4.344025,1,1,1,1,1,94.000000
2018-03-17 08:42:03.590,0.249812748660152,0.3886693171761236,0.5219023608405704,0.7269265312802343,0.1191298708837201,-0.4251516345129623,-0.5302796525065523,0.1828061962314155,0.7681322176282714,-0.2848394113402132,-0.4069935456803809,0.5774865088900705,-0.1812466650081576,-0.7487399390050861,-0.6461214558797995,0.1309460823208323,-0.9265814505164804,-1.29790853540566,-1.319044318452888,0.07225349156692236,833.6630036630037,855.0183150183151,852.6007326007326,753.8827838827839,872.3443223443223,-0.980774,0.037598,0.100708,-1.054230,1.742096,4.231873,1,1,1,1,1,94.000000
2018-03-17 08:42:04.596,0.4295883628718434,0.2411699221810301,0.3197396785617087,0.30374847301052,0.1322575566430598,-0.4453002211595243,-0.6613208581142926,0.3060849859552803,0.7265068698003113,-0.2956704226744192,-0.4888879687555675,0.6127479140431217,-0.1445462453423486,-0.6678051517376773,-0.8626212595617307,0.05652854447855477,-0.8653025904954231,-1.373144351620097,-1.279599920594484,0.02481321383148276,867.5091575091575,864.2857142857143,846.959706959707,794.981684981685,875.5677655677656,-0.981201,0.037476,0.100403,-1.061707,1.719666,3.955231,1,1,1,1,1,94.000000
2018-03-17 08:42:05.589,0.7366181231090174,0.4925456391574167,0.5068800618875782,0.03556360531970183,0.2378785712895942,-0.4459252601386097,-0.6437244404397784,0.3013500483105202,0.7515710011940031,-0.2448139436433562,-0.4471329596411342,0.6215988789870398,-0.08243609461206657,-0.5400596373642721,-0.6628137144532645,0.06626270545994641,-0.8647963764541707,-1.435552298026098,-1.314308167661643,0.1435608594334555,830.8424908424909,851.3919413919414,854.2124542124542,757.1062271062272,884.0293040293041,-0.982483,0.039490,0.099976,-1.001892,2.153320,4.284210,1,1,1,1,1,93.968750
2018-03-17 08:42:06.590,0.3492556889090397,0.3139205945948418,-0.1761318369764892,0.2467165483586371,0.2344248890614107,-0.3928604073868635,-1.058901270065448,0.3728778869968257,0.7262216352991048,-0.2948459458683679,-0.3330446798341635,0.7747955948060578,-0.1724235126315348,-0.6889042093274559,-0.6053580840204978,-0.1050306649224139,-0.9537764467073896,-1.247175774616188,-1.21102079184694,0.08710265682373881,845.3479853479854,846.959706959707,859.4505494505495,769.5970695970697,843.3333333333334,-0.983032,0.038391,0.102966,-0.874786,1.772003,4.231873,1,1,1,1,1,93.968750
2018-03-17 08:42:07.592,0.5185250970319311,0.3862658624384989,-0.07726295512043474,0.4137885014222064,0.09141530032357072,-0.590969625724484,-0.9183748359553041,0.1564411369297356,0.4150556851123226,-0.5701437187594693,-0.3509258641120893,0.5788238562798456,-0.2358547440585038,-0.7238474591985812,-0.6994892028686979,-0.08068476582753717,-0.9031291814536914,-1.286331434089069,-1.399424665509062,0.01170686086294617,833.6630036630037,865.8974358974359,846.1538461538462,768.7912087912088,835.2747252747253,-0.980713,0.039551,0.100586,-1.091614,1.757050,4.187012,1,1,1,1,1,93.968750
2018-03-17 08:42:08.590,0.6141903327108943,0.3196568293673695,-0.03451565200425914,0.9196091254501469,0.2211500611486289,-0.4932141743688921,-0.9489126648748747,0.1683807494935797,0.3759627120497246,-0.7265634657315988,-0.606128894437362,0.2070362444398653,-0.168591511769026,-0.7567324658004771,-0.731766299424595,-0.08202659226291707,-0.7244756582235283,-1.333917944641306,-1.288473150310199,0.09627985938549999,834.0659340659341,863.4798534798535,844.1391941391942,749.8534798534798,867.5091575091575,-0.980164,0.037964,0.100525,-1.054230,1.884155,4.254303,1,1,1,1,1,93.968750
2018-03-17 08:42:09.590,0.7085386968364684,0.448905543668639,-0.2952589798699487,0.7113534864756709,0.2906469046625226,-0.2295845421016296,-0.646319371565776,0.09896172168978157,0.1559316703364312,-0.6631507808682087,-0.5425472486692838,0.4174900650757645,-0.1170971461068465,-0.7416369715837441,-0.7646007878683435,0.01303266370713103,-0.730170070095402,-1.209646723267677,-1.308267575801127,0.1074394086750948,836.8864468864469,855.8241758241759,850.5860805860806,759.1208791208792,857.4358974358975,-0.980652,0.039490,0.100037,-1.099091,1.891632,4.515991,1,1,1,1,1,93.968750
2018-03-17 08:42:10.589,0.7609325244487838,0.2203194142636631,-0.06013199021327658,0.4750405341814329,0.2721410326559822,-0.4963489838927868,-0.5570780364834889,0.1327581950620617,0.1552605471023034,-0.6489350699891057,-0.5457010931005947,0.3890071851246997,-0.239712068997496,-0.7505724041905568,-0.7620598429808347,-0.1283835232076753,-0.7713992951883207,-1.220331293955276,-1.329604662958625,0.07086262469017308,834.4688644688645,838.901098901099,853.8095238095239,771.6117216117216,866.3003663003664,-0.980530,0.040039,0.098938,-1.009369,1.914062,4.396362,1,1,1,1,1,93.968750
2018-03-17 08:42:11.589,1.106312044908792,0.7733782473743359,0.1636049848546361,0.5365331913626715,0.2114067404857733,-0.6467814611465826,-0.7141915266449951,0.1825978187342212,0.1901594056256046,-0.4362590944507332,-0.6864266460743115,0.3166055325507258,-0.1451911473114993,-0.6871086577485236,-0.8735868328681479,0.006666669827697345,-0.7686306207346113,-1.337792755674887,-1.383850348592213,0.07347032398631045,838.4981684981685,850.989010989011,855.4212454212454,770,902.967032967033,-0.981567,0.039551,0.100464,-1.069183,1.622467,4.134674,1,1,1,1,1,93.968750
